브랜드명,지점명,시도명,시군구명,주소
빽다방,대구서부정류장역점,대구광역시,달서구,대구광역시 달서구 구마로 264 (송현동)
빽다방,파주야당역점,경기도,파주시,"경기 파주시 경의로 1074, 삼융시네마 111호"
빽다방,세종대평점,세종특별자치시,세종특별자치시,"세종특별자치시 한누리대로 2236, A 140호"
빽다방,암사역점,서울특별시,강동구,서울특별시 강동구 올림픽로 770
빽다방,청주지웰시티점,충청북도,청주시,충청북도 청주시 흥덕구 대농로 39(청주 솔밭초등학교 앞)
빽다방,경남창녕점,경상남도,창녕군,"경상남도 창녕군 창녕읍 군청길 23 (술정리), 1층"
빽다방,천안성성점,충청남도,천안시,"충청남도 천안시 서북구 성성8로 2-34, 우리타워 101호"
빽다방,강변역점,서울특별시,광진구,서울특별시 광진구 강변역로4길 10
빽다방,인천청라커낼점,인천광역시,서구,인천광역시 서구 청라커낼로 260번길 15
빽다방,서원대점,충청북도,청주시,충청북도 청주시 서원구 서원남로 50-5 (서원대 후문)
빽다방,순천오천점,전라남도,순천시,"전남 순천시 오천6길 16, 104호"
빽다방,망월사역점,경기도,의정부시,"경기도 의정부시 호원동 459, 신일엘리시움 1층 108호"
빽다방,다산중앙점,경기도,남양주시,"경기도 남양주시 다산중앙로123번길 9, 로데오프라자 102호"
빽다방,김제터미널점,전라북도,김제시,"전라북도 김제시 동서로 232, 1층 101호(요촌동)"
빽다방,미사강변점,경기도,하남시,"경기도 하남시 미사강변대로226번길 14, 에스프라자 미사 1층"
빽다방,대전죽동점,대전광역시,유성구,"대전광역시 유성구 죽동로 295, 101호"
빽다방,시흥은행점,경기도,시흥시,경기도 시흥시 은행로 155번길 5
빽다방,전주하가점,전라북도,전주시,"전라북도 전주시 덕진구 가련사로 7, 102호 (덕진동2가)"
빽다방,동대문역점,서울특별시,종로구,"서울특별시 종로구 종로 289, 1층(창신동)"
빽다방,사천정동점,경상남도,사천시,경상남도 사천시 정동면 진삼로 1394-1
빽다방,산성역점,경기도,성남시,경기도 성남시 수정구 수정로 346 1층
빽다방,시흥은계점,경기도,시흥시,"경기도 시흥시 은계남로 12, 호반써밋상가 148호"
빽다방,연신내사거리점,서울특별시,은평구,서울특별시 은평구 통일로 840
빽다방,월곡래미안점,서울특별시,성북구,"서울 성북구 오패산로 98 ,1층 빽다방"
빽다방,수원SKV1점,경기도,수원시,"경기도 수원시 권선구 평동로79번길 45, 112호 (평동, 수원SKV1 모터스 건물 1층)"
빽다방,백석역점,경기도,고양시,"경기도 고양시 일산동구 일산로 46, 1층 107호 (백석동, 남정씨티프라자)"
빽다방,경주용황점,경상북도,경주시,"경상북도 경주시 용황로 74, 협성휴포레용황아파트 상가"
빽다방,답십리사거리점,서울특별시,동대문구,서울특별시 동대문구 답십리동 243-2 (전농로 97-1)
빽다방,송정역점,서울특별시,강서구,서울특별시 강서구 공항동 45-39(공항대로 23)
빽다방,산본사거리점,경기도,군포시,경기도 군포시 고산로 694-1
빽다방,수원영통구청점,경기도,수원시,경기도 수원시 영통구 효원로 393. 101호
빽다방,천안직산점,충청남도,천안시,충청남도 천안시 서북구 직산읍 삼은3길 13
빽다방,천안신방점,충청남도,천안시,"충청남도 천안시 동남구 통정4로 10, 1층 104호(신방동)"
빽다방,대전월평역점,대전광역시,서구,대전광역시 서구 월평중로 20
빽다방,경기광주경안점,경기도,광주시,"경기도 광주시 중앙로 110, 1층 105-2호(경안동)"
빽다방,목포옥암점,전라남도,목포시,"전라남도 목포시 당가두로 18, 옥암지구 1호공원 앞"
빽다방,청주금천광장점,충청북도,청주시,충청북도 청주시 상당구 산성로 98번길 35 (청주금천광장 옆)
빽다방,일산문화공원점,경기도,고양시,경기도 고양시 일산동구 중앙로1275번길 38-10 (고양등기소 옆)
빽다방,옥길퀸즈파크점,경기도,부천시,경기도 부천시 옥길로 118  퀸즈파크 B동 105호
빽다방,시흥배곧타운점,경기도,시흥시,"경기도 시흥시 배곧4로 30, 배곧타운 1상가"
빽다방,청주오송점,충청북도,청주시,"충청북도 청주시 흥덕구 오송읍 오송생명5로 179, 102호"
빽다방,쌍문역점,서울특별시,도봉구,서울특별시 도봉구 도봉로 479
빽다방,가산두산위브점,서울특별시,금천구,"서울특별시 금천구 가산로 99, 두산위브아파트 상가동"
빽다방,대구대실역점,대구광역시,달성군,"대구광역시 달성군 다사읍 달구벌대로 866, 1층 105호"
빽다방,인천작전역점,인천광역시,계양구,인천광역시 계양구 효서로 233
빽다방,선정릉역점,서울특별시,강남구,"서울특별시 강남구 선릉로 567, 1층 일부호(역삼동)"
빽다방,하남풍산점,경기도,하남시,경기 하남시 덕풍동 744  111호
빽다방,양주옥정신도시점,경기도,양주시,경기도 양주시 옥정동 966-10  폴리프라자 3 104호
빽다방,송파하비오점,서울특별시,송파구,"서울시 송파구 문정동 618 파크하비오 204동 117,118호"
빽다방,구산역점,서울특별시,은평구,서울특별시 은평구 연서로 129 (구산동 1-15)
빽다방,원주무실동점,강원도,원주시,"강원도 원주시 능라동길 51, 시네씨티타워 1층"
빽다방,구미인동점,경상북도,구미시,경북 구미시 인의동 375-2
빽다방,시흥능곡점,경기도,시흥시,경기도 시흥시 능곡동 741 태영프라자 111호
빽다방,전주KBS점,전라북도,전주시,전북 전주시 완산구 마전로 7
빽다방,개봉역점,서울특별시,구로구,서울시 구로구 개봉동 203-7
빽다방,청주율량주성점,충청북도,청주시,충북 청주시 청원구 율량로 187
빽다방,합정역점,서울특별시,마포구,서울 마포구 월드컵로1길 14 (합정동) B-112-1호
빽다방,영주가흥동점,경상북도,영주시,경상북도 영주시 대동로34번길 2
빽다방,평택안중점,경기도,평택시,경기 평택시 안현로서8길 57
빽다방,마포경찰서점,서울특별시,마포구,서울시 마포구 아현동 618-8 (마포대로 179)
빽다방,선유도역점,서울특별시,영등포구,서울시 영등포구 양평동4가 114-1
빽다방,목포터미널점,전라남도,목포시,전남 목포시 영산로 515 (상동)
빽다방,대전목원대점,대전광역시,서구,대전 서구 도안동 848
빽다방,인천루원시티점,인천광역시,서구,"인천 서구 봉오재3로 96, 새롬프라자 1층"
빽다방,굽은다리역점,서울특별시,강동구,서울시 강동구 명일동 346-1
빽다방,시흥세종프라자점,경기도,시흥시,경기도 시흥시 정왕동 1882-4 세종프라자 119호
빽다방,빽다방 빵연구소 인천동춘점,인천광역시,연수구,"인천광역시 연수구 앵고개로 256, 1층 107호,108호(동춘동)"
빽다방,창동역점,서울특별시,도봉구,"서울 도봉구 마들로11길 57, 102호"
빽다방,인천굴포천2호점,인천광역시,부평구,"인천광역시 부평구 장제로 224,1층"
빽다방,남원중앙점,전라북도,남원시,"전라북도 남원시 남문로 447,1층 104호(하정동)"
빽다방,강서블루나인점,서울특별시,강서구,"서울특별시 강서구 양천로 583 (염창동,우림블루나인비즈니스센터) 지하1층"
빽다방,상왕십리역점,서울특별시,성동구,서울 성동구 하왕십리동 946-16
빽다방,낙성대역점,서울특별시,관악구,서울시 관악구 봉천동 1686-11
빽다방,원주혁신도시점,강원도,원주시,강원 원주시 반곡동 1886-3
빽다방,송림오거리점,인천광역시,동구,"인천광역시 동구 송림로 91, 1층(송림동)"
빽다방,예산터미널점,충청남도,예산군,"충남 예산군 예산읍 역전로140번길 2, 1층"
빽다방,세종시청점,세종특별자치시,세종특별자치시,세종특별자치시 보람동 628-2
빽다방,올림픽북단점,서울특별시,광진구,서울 광진구 구의동 199-8
빽다방,성남의료원점,경기도,성남시,"경기도 성남시 수정구 수정로 176-1, 1층 일부호(신흥동)"
빽다방,충북옥천점,충청북도,옥천군,충청북도 옥천군 옥천읍 중앙로 45-1
빽다방,마두역점,경기도,고양시,경기 고양시 일산동구 중앙로 1189
빽다방,구로KT점,서울특별시,관악구,서울특별시 관악구 신림동 1668-15
빽다방,진주초전점,경상남도,진주시,경남 진주시 초전동 1648-5
빽다방,오류동역남부점,서울특별시,구로구,서울 구로구 오류동 148-2
빽다방,빽다방 빵연구소 제주사수점,제주특별자치도,제주시,제주 제주시 도두이동 1679
빽다방,수원못골시장점,경기도,수원시,경기 수원시 팔달구 중부대로 42
빽다방,울산옥동점,울산광역시,남구,울산광역시 남구 거마로 15
빽다방,목포용해점,전라남도,목포시,전남 목포시 연산백련로 13
빽다방,용인죽전점,경기도,용인시,"경기도 용인시 수지구 현암로 154, 1층 108호(죽전동, 거풍프라자)"
빽다방,구의역점,서울특별시,광진구,서울 광진구 아차산로 380
빽다방,울산송정중앙점,울산광역시,북구,울산광역시 북구 송정16길 28
빽다방,평택고덕점,경기도,평택시,"경기도 평택시 고덕여염12길 68, 1층"
빽다방,방이시장점,서울특별시,송파구,서울 송파구 백제고분로48길 6
빽다방,천안성환중앙점,충청남도,천안시,충남 천안시 서북구 성환읍 성환2로 105
빽다방,영종하늘도시점,인천광역시,중구,"인천광역시 중구 하늘별빛로 75(중산동, 로얄페스타)"
빽다방,순천대점,전라남도,순천시,"전남 순천시 삼산2길 33, 1층"
빽다방,신림난곡점,서울특별시,관악구,서울 관악구 난곡로 178
빽다방,목포역점,전라남도,목포시,전라남도 목포시 수문로 9
빽다방,전주예수병원점,전라북도,전주시,전라북도 전주시 완산구 서원로 345
빽다방,김해장유점,경상남도,김해시,경상남도 김해시 삼문로 22
빽다방,인천원당점,인천광역시,서구,인천광역시 서구 고산후로95번안길 21
빽다방,구미형곡점,경상북도,구미시,경북 구미시 신시로 59
빽다방,성남수진푸르지오점,경기도,성남시,"경기도 성남시 중원구 광명로 89, 푸르지오센트럴오피스텔 상가 1층"
빽다방,응암대림시장점,서울특별시,은평구,서울 은평구 응암로 169
빽다방,천안청당점,충청남도,천안시,"충청남도 천안시 동남구 청수4로 10, 106호"
빽다방,천안백석점,충청남도,천안시,충청남도 천안시 서북구 백석4길 44
빽다방,양재시민의숲역점,서울특별시,서초구,서울시 서초구 마방로2길 94
빽다방,대전봉명우산점,대전광역시,유성구,대전광역시 유성구 문화원로 86
빽다방,아주대점,경기도,수원시,경기도 수원시 영통구 아주로 18(원천동)
빽다방,경산옥곡점,경상북도,경산시,경북 경산시 경산로16길 2-6
빽다방,시흥장곡공원점,경기도,시흥시,경기도 시흥시 진말로9번길 15
빽다방,화곡역점,서울특별시,강서구,서울시 강서구 화곡로25길2
빽다방,보라매타운점,서울특별시,동작구,서울특별시 동작구 보라매로 5가길 7
빽다방,전주송천오송점,전라북도,전주시,전라북도 전주시 덕진구 천마산로 52(송천동1가 107-200)
빽다방,태안터미널점,충청남도,태안군,충청남도 태안군 태안읍 동백로 307
빽다방,대전탑립테크노점,대전광역시,유성구,대전광역시 유성구 테크노10로 31
빽다방,행신역점,경기도,고양시,경기도 고양시 덕양구 충경로 52
빽다방,화천사내면,강원도,화천군,강원도 화천군 사내면 사내로 40-3
빽다방,순천호수공원점,전라남도,순천시,전남 순천시 왕지2길 15
빽다방,부천원미사거리점,경기도,부천시,경기 부천시 원미로 119 1층
빽다방,인천효성명현점,인천광역시,계양구,인천 계양구 효성동 63-8
빽다방,노원문화의거리점,서울특별시,노원구,서울특별시 노원구 노해로79길 6-19
빽다방,제주외도점,제주특별자치도,제주시,제주 제주시 우정로 15길 1
빽다방,의정부신곡점,경기도,의정부시,경기 의정부시 발곡로 24
빽다방,대화역점,경기도,고양시,"경기도 고양시 일산서구 중앙로 1568(대화동, 하성프라자)"
빽다방,성남신흥역점,경기도,성남시,"경기도 성남시 수정구 산성대로 267, 1층 119-1호(신흥동)"
빽다방,봉천역점,서울특별시,관악구,서울시 관악구 남부순환로 1729(봉천동 926-36)
빽다방,인천마전역점,인천광역시,서구,인천 서구 완정로 60
빽다방,김포풍무역점,경기도,김포시,김포시 유현로 238번길 31 웅신타워 114호
빽다방,용인역북남부점,경기도,용인시,경기도 용인시 처인구 명지로60번길 8-13
빽다방,광주봉선쌍용점,광주광역시,남구,광주시 남구 봉선로 172 (봉선동 109-3번지)
빽다방,장안동사거리점,서울특별시,동대문구,서울 동대문구 장한로 140
빽다방,신논현역점,서울특별시,서초구,"서울시 서초구 사평대로 367, 1층"
빽다방,전주서신중앙점,전라북도,전주시,전북 전주시 완산구 서신동 764-2(당산로 39) 제일비사벌아파트 상가 1층
빽다방,세종새롬중앙점,세종특별자치시,세종특별자치시,"세종특별자치시 새롬중앙로 47, 세움빌딩 112호"
빽다방,청주율량중앙점,충청북도,청주시,충청북도 청주시 청원구 율량로 104
빽다방,익산시민공원점,전라북도,익산시,전북 익산시 무왕로 13길 17
빽다방,인천법원삼거리점,인천광역시,미추홀구,"인천광역시 미추홀구 소성로 159, 1층 108호"
빽다방,동탄역남부점,경기도,화성시,경기도 화성시 동탄대로 495 (동탄역리치안 1층)
빽다방,구리갈매역중앙점,경기도,구리시,경기 구리시 갈매동 산마루로 11-12
빽다방,탄현역제니스점,경기도,고양시,경기도 고양시 일산서구 탄현동 1640
빽다방,부천역남부점,경기도,부천시,경기 부천시 경인로 210
빽다방,진주호탄점,경상남도,진주시,경남 진주시 강변길9번길 6
빽다방,동두천지행역점,경기도,동두천시,경기도 동두천시 지행동 지행로 56
빽다방,응암역점,서울특별시,은평구,"서울특별시 은평구 은평로 56, 1층(신사동, 안건빌딩)"
빽다방,전주동산점,전라북도,전주시,전라북도 전주시 덕진구 쪽구름로 58
빽다방,인천도화청운대점,인천광역시,미추홀구,인천광역시 미추홀구 숙골로87번길 24. 101호 (도화동 가야프라자)
빽다방,동탄중앙어울림점,경기도,화성시,경기 화성시 동탄대로시범길 142 센텀프라자 1층 108-1호
빽다방,대구달성테크노점,대구광역시,달성군,"대구광역시 달성군 유가읍 테크노상업로 98, 1층"
빽다방,인천검단사거리점,인천광역시,서구,인천광역시 서구 검단로 474 뷰비스타운 1층
빽다방,인천서구청점,인천광역시,서구,인천시 서구 탁옥로 45
빽다방,광교법조타운점,경기도,수원시,경기도 수원시 영통구 광교중앙로266번길 22
빽다방,문산당동점,경기도,파주시,"경기도 파주시 문산읍 방촌로 1725, 107호(좋은빌딩3)"
빽다방,화성향남로데오점,경기도,화성시,"경기도 화성시 향남읍 상신하길로328번길 26, 1층 101호(키움프라자)"
빽다방,수원탑동점,경기도,수원시,"경기도 수원시 권선구 탑동로3번길 13, 1층(탑동)"
빽다방,인천검암서해점,인천광역시,서구,"인천광역시 서구 승학로 497(검암동, 검암프라자)"
빽다방,예천신도시점,경상북도,예천군,"경상북도 예천군 호명면 새움3로 26, 103호(에비뉴타워)"
빽다방,용인구성역점,경기도,용인시,"경기 용인시 기흥구 용구대로 2398, 주상가동 1층 101-3호(마북동, 연원마을벽산아파트)"
빽다방,양평로데오점,경기도,양평군,경기도 양평군 양평읍 양근리 358-5
빽다방,빽다방 빵연구소 신사사거리점,서울특별시,서초구,서울시 서초구 강남대로 605
빽다방,충주신연수리첼점,충청북도,충주시,충청북도 충주시 번영대로 216
빽다방,경남거창중앙점,경상남도,거창군,​경상남도 거창군 거창읍 중앙로 123
빽다방,청주분평중앙점,충청북도,청주시,"충청북도 청주시 서원구 1순환로 1107번길 20, 1층"
빽다방,인천더블유병원점,인천광역시,미추홀구,"인천광역시 미추홀구 인주대로 400, 1층 (주안동)<br>(신기시장사거리 인천w여성병원 1층내 위치)"
빽다방,인천월미도점,인천광역시,중구,"인천 중구 월미로 237 (북성동1가), 1층"
빽다방,신대방역점,서울특별시,관악구,서울시 관악구 난곡로 363
빽다방,김포장기역점,경기도,김포시,"경기도 김포시 김포한강1로51번길 28, 105호(장기동 , 레드클로버)"
빽다방,파주금촌1호점,경기도,파주시,"경기도 파주시 문화로 102 , 제1호(금촌동)"
빽다방,인천계산삼거리점,인천광역시,계양구,"인천광역시 계양구 경명대로 1059, 1층 일부호(계산동)"
빽다방,KBS본관점,서울특별시,영등포구,서울특별시 영등포구 의사당대로 38
빽다방,천안불당지웰점,충청남도,천안시,"충청남도 천안시 서북구 불당26로 50, 근린생활시설4동 E103호"
빽다방,천안불당정석점,충청남도,천안시,충남 천안시 서북구 불당21로 71 정석프라자 117호
빽다방,보령중앙로점,충청남도,보령시,충청남도 보령시 중앙로81(대천동)
빽다방,안산중앙역롯데점,경기도,안산시,"경기 안산시 단원구 고잔로 108, 1층"
빽다방,인천청라쓰리엠점,인천광역시,서구,"인천광역시 서구 중봉대로586번길 9-4, 106호(연희동, 쓰리엠타워)"
빽다방,수원권선웰빙점,경기도,수원시,"경기도 수원시 권선구 세지로 73, 1층 111호 (세류동, 웰빙프라자)"
빽다방,인천구월로데오점,인천광역시,남동구,인천 남동구 성말로 9
빽다방,평택팽성점,경기도,평택시,경기도 평택시 팽성읍 팽성송화로 219 1층
빽다방,진주과기대점,경상남도,진주시,"경상남도 진주시 동진로 21, 1층 (칠암동)"
빽다방,홍성내포중앙점,충청남도,홍성군,충청남도 홍성군 홍북읍 청사로 174번길 2 113호
빽다방,목포북항골든점,전라남도,목포시,"전라남도 목포시 원산중앙로 10, 1층 105호(산정동, 한성골든빌)"
빽다방,용인흥덕이시티점,경기도,용인시,"경기도 용인시 기흥구 흥덕2로87번길 18 C동 115호(영덕동, 이씨티)"
빽다방,대구진천역점,대구광역시,달서구,대구광역시 달서구 월배로 96 (진천동)
빽다방,울산달동1호점,울산광역시,남구,울산광역시 남구 달동 신정로23 삼성아파트 205동 103호
빽다방,논산중앙점,충청남도,논산시,충남 논산시 중앙로 480번길 12 글로벌 알디빌딩 1층 108호
빽다방,수원인계CGV점,경기도,수원시,"경기도 수원시 팔달구 효원로 265번길 54, 110호(인계동)"
빽다방,발산역플레이스점,서울특별시,강서구,서울특별시 강서구 강서로 395. 플레이스 H 108호
빽다방,시흥배곧메가점,경기도,시흥시,경기도 시흥시 서울대학로 278번길 43-13 112호
빽다방,오산세교삼미점,경기도,오산시,경기 오산시 오산대역로 210 1층
빽다방,대전유천버드내점,대전광역시,중구,대전광역시 중구 태평로 22-1
빽다방,고양삼송신원점,경기도,고양시,경기도 고양시 덕양구 신원로 40-46
빽다방,대구다사세천점,대구광역시,달성군,"대구광역시 달성군 다사읍 세천로 160, 엠코타운 더솔레뉴 상가 303동 105호"
빽다방,대전가수원중앙점,대전광역시,서구,대전광역시 서구 계백로 1135
빽다방,천안역점,충청남도,천안시,충청남도 천안시 동남구 대흥로 228
빽다방,인천석바위시장점,인천광역시,남구,"인천광역시 남구 경원대로 848(주안동, 주안태흥프라자)"
빽다방,마곡나루역북부점,서울특별시,강서구,"서울특별시 강서구 마곡중앙5로 1길 20, 1층"
빽다방,노원역북부점,서울특별시,노원구,"서울특별시 노원구 상계로3길 21, 101호"
빽다방,당진읍내점,충청남도,당진시,충남 당진시 당진중앙2로 103-11 1층
빽다방,부산장림점,부산광역시,사하구,부산광역시 사하구 장림번영로103번길 5
빽다방,인천길병원점,인천광역시,남동구,"인천광역시 남동구 구월남로 174 , 1층 107호(구월동,그랜드프라자)"
빽다방,인천용현토지점,인천광역시,남구,인천광역시 남구 낙섬중로 40(용현동)
빽다방,사가정역점,서울특별시,중랑구,서울특별시 중랑구 면목로 330-1 1층
빽다방,정읍터미널점,전라북도,정읍시,전라북도 정읍시 중앙로 41
빽다방,김포통진마송점,경기도,김포시,경기도 김포시 통진읍 조강로 39
빽다방,인천임학역점,인천광역시,계양구,인천광역시 계양구 장제로 885-1
빽다방,약수역점,서울특별시,중구,서울특별시 중구 다산로 131
빽다방,무안전남도청점,전라남도,무안군,전라남도 무안군 삼향읍 남악3로 82번길 14  107호
빽다방,서대전샘물타운점,대전광역시,유성구,대전광역시 유성구 원내로38 원내코아 108호
빽다방,광주상무메가점,광주광역시,서구,광주광역시 서구 시청로 60번길 21-6 1층 101호
빽다방,서산터미널점,충청남도,서산시,충청남도 서산시 율지8로 4 1층
빽다방,구파발역미켈란점,서울특별시,은평구,서울시 은평구 진관동 87-3 웅신미켈란의아침 101호
빽다방,광양중마사랑점,전라남도,광양시,"전라남도 광양시 공영로 67, 1층"
빽다방,천안두정역점,충청남도,천안시,"충청남도 천안시 서북구 두정로 271, 1층"
빽다방,고양원흥역점,경기도,고양시,"경기도 고양시 덕양구 삼송로 12, 반도유스퀘어 106호"
빽다방,신설동역1호점,서울특별시,동대문구,서울특별시 동대문구 왕산로 20
빽다방,전주대점,전라북도,전주시,"전라북도 전주시 완산구 백마산길 25, 1층"
빽다방,방이역코오롱점,서울특별시,송파구,"서울시 송파구 마천로 25, 1층"
빽다방,파주운정이마트점,경기도,파주시,경기도 파주시 와석순환로 125 1층 103로
빽다방,동탄영천한백점,경기도,화성시,"경기도 화성시 지산2길 4-2, 1층"
빽다방,대구경대병원점,대구광역시,중구,"대구시 중구 동덕로26길 18, 1층"
빽다방,호텔더본 제주점,제주특별자치도,서귀포시,제주도 서귀포시 색달로 18
빽다방,송도캠퍼스타운점,인천광역시,연수구,"인천시 연수구 송도과학로27번길 55, 캠퍼스타운 D동 103호"
빽다방,대구신월성점,대구광역시,달서구,대구광역시 달서구 조암로 29 이래타워 지상 1~2층 112호
빽다방,포항영일대점,경상북도,포항시,경상북도 포항시 북구 삼호로 237 1층
빽다방,대전전민중앙점,대전광역시,유성구,"대전시 유성구 유성대로 1740, 1층"
빽다방,이태원점,서울특별시,용산구,"서울시 용산구 보광로59길 37, 1층"
빽다방,화성향남중앙점,경기도,화성시,"경기도 화성시 향남읍 행정중앙2로 63-34, 명신프라자 103호"
빽다방,동인천역점,인천광역시,중구,"인천시 중구 자유공원로 5, 1~2층"
빽다방,인천신현하늘채점,인천광역시,서구,"인천시 서구 석곶로 2, 1층"
빽다방,부천약대점,경기도,부천시,"경기도 부천시 평천로 718, 1층"
빽다방,구로시장점,서울특별시,구로구,"서울시 구로구 구로동로26길 125, 1~2층"
빽다방,김포구래점,경기도,김포시,"경기도 김포시 김포한강9로 80, 다온프라자 123호"
빽다방,인하대역SK점,인천광역시,미추홀구,인천 미추홀구 용정공원로 33
빽다방,순천조례주공점,전라남도,순천시,"전라남도 순천시 신월큰길 32, 1층"
빽다방,청주터미널점,충청북도,청주시,"충청북도 청주시 흥덕구 풍년로 148-1, 1층"
빽다방,까치산역점,서울특별시,강서구,"서울시 강서구 강서로 48, 1층"
빽다방,천왕역점,서울특별시,구로구,"서울시 구로구 오리로 1149, 랑데르 1층"
빽다방,홍천중앙점,강원도,홍천군,강원도 홍천군 홍천읍 꽃뫼로 99 1층(신장대리 79-52)
빽다방,온양온천역점,충청남도,아산시,충남 아산시 온천대로 1487-5(온천동 211-2번지)
빽다방,수원권선이마트점,경기도,수원시,경기 수원시 권선구 덕영대로1201번길 28 금강빌딩 107호
빽다방,용인동백역점,경기도,용인시,"경기도 용인시 기흥구 동백중앙로 175, 1층 109호(중동, 우함빌딩)"
빽다방,파주운정산내점,경기도,파주시,"경기도 파주시 청암로17번길 25, 운정블루 102호"
빽다방,대전탄방로데오점,대전광역시,서구,"대전광역시 서구 둔산중로14번길 36, 124호(탄방동)"
빽다방,부산남포광장점,부산광역시,중구,부산시 중구 비프광장로 13-1호
빽다방,대전선병원점,대전광역시,중구,"대전시 중구 목중로 18, 1층"
빽다방,고양원당중앙점,경기도,고양시,"경기도 고양시 덕양구 호국로 809, 1층"
빽다방,청주산남점,충청북도,청주시,"충청북도 청주시 서원구 산남로 64, 엔젤변호사빌딩 107호"
빽다방,천안상명대점,충청남도,천안시,"충청남도 천안시 동남구 각원사길 52,1층 103호"
빽다방,군포당정역은하점,경기도,군포시,"경기도 군포시 고산로 248, 은하프라자 1층"
빽다방,목포평화광장점,전라남도,목포시,"전라남도 목포시 원형로 4-1, 1층"
빽다방,천안쌍용중앙점,충청남도,천안시,"충청남도 천안시 서북구 미라8길 23, 1층"
빽다방,영등포구청역점,서울특별시,영등포구,서울시 영등포구 당산로 113 (당산동3가 378)
빽다방,광주상무역점,광주광역시,서구,"광주시 서구 치평로 20, 1층 102-1호"
빽다방,의왕포일프라자점,경기도,의왕시,"경기도 의왕시 봇들로 40 101호 (포일동,포일프라자)"
빽다방,등촌역점,서울특별시,양천구,"서울시 양천구 공항대로 564, 1층"
빽다방,당산역점,서울특별시,영등포구,"서울시 영등포구 양평로 28-1, 1층"
빽다방,군포당정삼거리점,경기도,군포시,"경기도 군포시 고산로151번길 7, 1층"
빽다방,경남고성송학점,경상남도,고성군,"경상남도 고성군 고성읍 송학로 140, 1층"
빽다방,여수웅천해변점,전라남도,여수시,"전라남도 여수시 예울마루로 37-15, 1층"
빽다방,성남을지대점,경기도,성남시,"경기도 성남시 수정구 산성대로 535, 1층"
빽다방,문정법조현대점,서울특별시,송파구,"서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 A동 125호"
빽다방,구로디지털역점,서울특별시,구로구,"서울시 구로구 디지털로32길 79, 1층"
빽다방,수원남문점,경기도,수원시,"경기도 수원시 팔달구 정조로 787-2, 1층"
빽다방,강북구청점,서울특별시,강북구,서울시 강북구 도봉로87길 48
빽다방,강릉금학점,강원도,강릉시,강원도 강릉시 신대학길 14
빽다방,강동역헤르셔점,서울특별시,강동구,"서울시 강동구 천호대로 1089, 신동아파밀리에 B16호"
빽다방,강남포스코센터점,서울특별시,강남구,서울시 강남구 삼성로85길 11
빽다방,강남역태극당점,서울특별시,강남구,서울시 강남구 테헤란로4길 46
빽다방,강남역지하도점,서울특별시,강남구,서울시 강남구 강남대로 396 강남역 지하 쇼핑센터 E-36
빽다방,강남역월드점,서울특별시,서초구,서울시 서초구 서초대로77길 37
빽다방,가산대륭점,서울특별시,금천구,서울시 금천구 벚꽃로 298 107-2호
빽다방,가락시장역점,서울특별시,송파구,서울시 송파구 송파대로28길 27
빽다방,강남소망점,서울특별시,강남구,서울시 강남구 언주로159길 3
빽다방,강릉교동중앙점,강원도,강릉시,강원도 강릉시 솔올로 51
빽다방,경남산청중앙점,경상남도,산청군,"경상남도 산청군 산청읍 웅석봉로 11, 1층"
빽다방,건대역화양점,서울특별시,광진구,"서울특별시 광진구 아차산로 29길 29-1, 1층"
빽다방,건대로데오점,서울특별시,광진구,"서울시 광진구 아차산로 220, 노유송천빌딩 1층"
빽다방,거제고현터미널점,경상남도,거제시,경상남도 거제시 서문로 79
빽다방,강원대점,강원도,춘천시,"강원도 춘천시 서부대성로239번길 4, 1층"
빽다방,광주구시청점,광주광역시,동구,광주광역시 동구 백서로125번길 45
빽다방,광운대점,서울특별시,노원구,"서울특별시 노원구 광운로 43, 로얄포토빌딩 1층"
빽다방,광명하안뉴코아점,경기도,광명시,경기도 광명시 범안로 1042
빽다방,광명철산점,경기도,광명시,"경기도 광명시 오리로856번길 25, 남원빌딩 1층"
빽다방,광명사거리역점,경기도,광명시,"경기도 광명시 오리로 987, 1층"
빽다방,광교경기대후문점,경기도,수원시,"경기도 수원시 영통구 대학로 46, 킴엔코시티하임 103"
빽다방,관악구청점,서울특별시,관악구,"서울시 관악구 관악로 155, 1층"
빽다방,과천렉스타운점,경기도,과천시,"경기도 과천시 별양상가1로 25, 렉스타운 102호"
빽다방,공주대점,충청남도,공주시,"충청남도 공주시 공주대학로 87, 1층"
빽다방,공덕역새창로점,서울특별시,마포구,서울시 마포구 새창로 151-
빽다방,공덕역롯데캐슬점,서울특별시,마포구,"서울특별시 마포구 마포대로 109, 롯데캐슬 지하1층 104-1호"
빽다방,고양서정마을점,경기도,고양시,"경기도 고양시 덕양구 중앙로 450, 명성프라자 102"
빽다방,고속터미널역점,서울특별시,서초구,서울특별시 서초구 신반포로 177 반포쇼핑타운 1층 16호
빽다방,계양구청점,인천광역시,계양구,"인천시 계양구 계산새로 71, 하이베라스 C-111호"
빽다방,경주분황사점,경상북도,경주시,"경상북도 경주시 알천남로 314, 1층"
빽다방,경북대정문점,대구광역시,동구,"대구시 동구 경대로 36, 1층"
빽다방,군포당동우체국점,경기도,군포시,"경기도 군포시 군포로499번길 3, 1층"
빽다방,구파발역점,서울특별시,은평구,서울특별시 은평구  진관2로 15-46 메트로 프라자 1층 110호
